1.000000000000000000e+00 2.000000000000000000e+00 -2.795253980000000027e+00 -2.209403130000000104e+01 -3.061595709999999926e+01 2.853594130000000106e+01 -3.041326799999999864e+01 1.624739419999999868e+01 -3.025405840000000168e+01 4.176371630000000224e+00 -3.013118719999999939e+01 -7.763513889999999584e+00 -3.003811549999999997e+01 -1.963981250000000145e+01
1.000000000000000000e+00 3.000000000000000000e+00 -2.773399229999999882e+00 -2.174471429999999827e+01 -3.013239240000000052e+01 2.854285730000000143e+01 -2.993310609999999983e+01 1.625655370000000133e+01 -2.977660210000000163e+01 4.187390500000000237e+00 -2.965583540000000085e+01 -7.750951849999999865e+00 -2.956432059999999851e+01 -1.962597140000000095e+01
1.000000000000000000e+00 4.000000000000000000e+00 -2.751544490000000120e+00 -2.139539729999999906e+01 -2.964884989999999831e+01 2.854933490000000162e+01 -2.945295780000000008e+01 1.626524189999999948e+01 -2.929915330000000040e+01 4.197913319999999615e+00 -2.918048399999999987e+01 -7.738909930000000159e+00 -2.909052170000000004e+01 -1.961267249999999862e+01
1.000000000000000000e+00 5.000000000000000000e+00 -2.729689739999999976e+00 -2.104608029999999985e+01 -2.916532769999999886e+01 2.855537280000000067e+01 -2.897282149999999845e+01 1.627345809999999915e+01 -2.882171029999999945e+01 4.207939419999999764e+00 -2.870513160000000141e+01 -7.727388809999999886e+00 -2.861671720000000008e+01 -1.959991640000000146e+01
1.000000000000000000e+00 6.000000000000000000e+00 -2.707834989999999831e+00 -2.069676330000000064e+01 -2.868182429999999883e+01 2.856097019999999986e+01 -2.849269569999999874e+01 1.628120180000000161e+01 -2.834427159999999901e+01 4.217468120000000376e+00 -2.822977630000000104e+01 -7.716389150000000363e+00 -2.814290570000000002e+01 -1.958770360000000110e+01
1.000000000000000000e+00 7.000000000000000000e+00 -2.685980240000000130e+00 -2.034744630000000143e+01 -2.819833780000000090e+01 2.856612600000000057e+01 -2.801257909999999995e+01 1.628847220000000107e+01 -2.786683560000000170e+01 4.226498720000000375e+00 -2.775441670000000016e+01 -7.705911600000000305e+00 -2.766908559999999895e+01 -1.957603470000000101e+01
1.000000000000000000e+00 8.000000000000000000e+00 -2.664125489999999985e+00 -1.999812929999999866e+01 -2.771486660000000057e+01 2.857083910000000060e+01 -2.753246989999999883e+01 1.629526889999999995e+01 -2.738940050000000070e+01 4.235030570000000161e+00 -2.727905110000000022e+01 -7.695956820000000143e+00 -2.719525519999999830e+01 -1.956491019999999992e+01
1.000000000000000000e+00 9.000000000000000000e+00 -2.642270739999999840e+00 -1.964881229999999945e+01 -2.723140899999999931e+01 2.857510879999999887e+01 -2.705236680000000149e+01 1.630159120000000073e+01 -2.691196479999999980e+01 4.243062980000000373e+00 -2.680367800000000145e+01 -7.686525439999999598e+00 -2.672141320000000064e+01 -1.955433060000000012e+01
1.000000000000000000e+00 1.000000000000000000e+01 -2.620415990000000139e+00 -1.929949530000000024e+01 -2.674796320000000094e+01 2.857893410000000145e+01 -2.657226800000000111e+01 1.630743849999999995e+01 -2.643452690000000160e+01 4.250595289999999693e+00 -2.632829570000000174e+01 -7.677618100000000112e+00 -2.624755800000000150e+01 -1.954429629999999918e+01
1.000000000000000000e+00 1.100000000000000000e+01 -2.598561249999999934e+00 -1.895017830000000103e+01 -2.626452760000000097e+01 2.858231400000000022e+01 -2.609217220000000026e+01 1.631281020000000126e+01 -2.595708510000000047e+01 4.257626850000000296e+00 -2.585290270000000135e+01 -7.669235419999999692e+00 -2.577368810000000110e+01 -1.953480790000000056e+01
1.000000000000000000e+00 1.200000000000000000e+01 -2.576706499999999789e+00 -1.860086129999999827e+01 -2.578110039999999969e+01 2.858524789999999882e+01 -2.561207750000000161e+01 1.631770560000000003e+01 -2.547963779999999900e+01 4.264156990000000036e+00 -2.537749750000000049e+01 -7.661378009999999961e+00 -2.529980199999999968e+01 -1.952586600000000061e+01
1.000000000000000000e+00 1.300000000000000000e+01 -2.554851750000000088e+00 -1.825154429999999905e+01 -2.529767999999999972e+01 2.858773469999999861e+01 -2.513198260000000062e+01 1.632212429999999870e+01 -2.500218320000000105e+01 4.270185070000000138e+00 -2.490207829999999944e+01 -7.654046469999999935e+00 -2.482589829999999864e+01 -1.951747080000000167e+01
1.000000000000000000e+00 1.400000000000000000e+01 -2.532996999999999943e+00 -1.790222729999999984e+01 -2.481426460000000134e+01 2.858977379999999968e+01 -2.465188570000000112e+01 1.632606559999999973e+01 -2.452471990000000091e+01 4.275710430000000173e+00 -2.442664380000000079e+01 -7.647241400000000411e+00 -2.435197540000000060e+01 -1.950962300000000127e+01
1.000000000000000000e+00 1.500000000000000000e+01 -2.511142249999999798e+00 -1.755291030000000063e+01 -2.433085249999999888e+01 2.859136429999999862e+01 -2.417178519999999864e+01 1.632952889999999968e+01 -2.404724600000000123e+01 4.280732460000000295e+00 -2.395119229999999888e+01 -7.640963389999999578e+00 -2.387803200000000103e+01 -1.950232310000000169e+01
1.000000000000000000e+00 1.600000000000000000e+01 -2.489287500000000097e+00 -1.720359330000000142e+01 -2.384744200000000092e+01 2.859250550000000146e+01 -2.369167940000000172e+01 1.633251359999999863e+01 -2.356975990000000110e+01 4.285250500000000073e+00 -2.347572219999999987e+01 -7.635213000000000250e+00 -2.340406660000000016e+01 -1.949557139999999933e+01
2.000000000000000000e+00 1.000000000000000000e+00 -2.467432749999999952e+00 -1.685427629999999866e+01 -2.336403139999999823e+01 2.859319670000000002e+01 -2.321156679999999994e+01 1.633501920000000140e+01 -2.309225999999999956e+01 4.289263929999999725e+00 -2.300023210000000162e+01 -7.629990809999999790e+00 -2.293007779999999940e+01 -1.948936840000000004e+01
2.000000000000000000e+00 2.000000000000000000e+00 -2.445936979999999927e+00 -2.211588610000000088e+01 -3.063995909999999867e+01 2.818222240000000056e+01 -3.043844319999999826e+01 1.590114469999999969e+01 -3.028021079999999898e+01 3.834833670000000083e+00 -3.015814939999999922e+01 -8.102474559999999215e+00 -3.006575069999999883e+01 -1.997787509999999855e+01
2.000000000000000000e+00 3.000000000000000000e+00 -2.424082229999999782e+00 -2.176656910000000167e+01 -3.015650039999999876e+01 2.818919700000000006e+01 -2.995836290000000091e+01 1.591034789999999965e+01 -2.980281899999999951e+01 3.845890310000000145e+00 -2.968284579999999906e+01 -8.089882030000000057e+00 -2.959198939999999922e+01 -1.996400750000000102e+01
2.000000000000000000e+00 4.000000000000000000e+00 -2.402227480000000082e+00 -2.141725209999999890e+01 -2.967306350000000137e+01 2.819573199999999957e+01 -2.947829600000000028e+01 1.591907929999999993e+01 -2.932543450000000007e+01 3.856450399999999945e+00 -2.920754260000000002e+01 -8.077810100000000659e+00 -2.911822409999999905e+01 -1.995068270000000155e+01
