1.000000000000000000e+00 2.000000000000000000e+00 -2.795253980000000027e+00 -2.209403130000000104e+01 -3.011243789999999976e+01 -1.000645289999999932e+01 -3.011243789999999976e+01 -1.000645289999999932e+01 -3.011243789999999976e+01 -1.000645289999999932e+01 -3.011243789999999976e+01 -1.000645289999999932e+01 -3.011243789999999976e+01 -1.000645289999999932e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.000000000000000000e+00 -2.773399229999999882e+00 -2.174471429999999827e+01 -2.963726580000000155e+01 -1.001100090000000087e+01 -2.963726580000000155e+01 -1.001100090000000087e+01 -2.963726580000000155e+01 -1.001100090000000087e+01 -2.963726580000000155e+01 -1.001100090000000087e+01 -2.963726580000000155e+01 -1.001100090000000087e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000000e+00 -2.751544490000000120e+00 -2.139539729999999906e+01 -2.916209939999999889e+01 -1.001585940000000008e+01 -2.916209939999999889e+01 -1.001585940000000008e+01 -2.916209939999999889e+01 -1.001585940000000008e+01 -2.916209939999999889e+01 -1.001585940000000008e+01 -2.916209939999999889e+01 -1.001585940000000008e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 5.000000000000000000e+00 -2.729689739999999976e+00 -2.104608029999999985e+01 -2.868693700000000035e+01 -1.002102900000000041e+01 -2.868693700000000035e+01 -1.002102900000000041e+01 -2.868693700000000035e+01 -1.002102900000000041e+01 -2.868693700000000035e+01 -1.002102900000000041e+01 -2.868693700000000035e+01 -1.002102900000000041e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 6.000000000000000000e+00 -2.707834989999999831e+00 -2.069676330000000064e+01 -2.821177679999999910e+01 -1.002651059999999994e+01 -2.821177679999999910e+01 -1.002651059999999994e+01 -2.821177679999999910e+01 -1.002651059999999994e+01 -2.821177679999999910e+01 -1.002651059999999994e+01 -2.821177679999999910e+01 -1.002651059999999994e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.000000000000000000e+00 -2.685980240000000130e+00 -2.034744630000000143e+01 -2.773661720000000130e+01 -1.003230480000000036e+01 -2.773661720000000130e+01 -1.003230480000000036e+01 -2.773661720000000130e+01 -1.003230480000000036e+01 -2.773661720000000130e+01 -1.003230480000000036e+01 -2.773661720000000130e+01 -1.003230480000000036e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 8.000000000000000000e+00 -2.664125489999999985e+00 -1.999812929999999866e+01 -2.726145640000000014e+01 -1.003841249999999974e+01 -2.726145640000000014e+01 -1.003841249999999974e+01 -2.726145640000000014e+01 -1.003841249999999974e+01 -2.726145640000000014e+01 -1.003841249999999974e+01 -2.726145640000000014e+01 -1.003841249999999974e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 9.000000000000000000e+00 -2.642270739999999840e+00 -1.964881229999999945e+01 -2.678629279999999824e+01 -1.004483420000000038e+01 -2.678629279999999824e+01 -1.004483420000000038e+01 -2.678629279999999824e+01 -1.004483420000000038e+01 -2.678629279999999824e+01 -1.004483420000000038e+01 -2.678629279999999824e+01 -1.004483420000000038e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+01 -2.620415990000000139e+00 -1.929949530000000024e+01 -2.631112470000000059e+01 -1.005157080000000036e+01 -2.631112470000000059e+01 -1.005157080000000036e+01 -2.631112470000000059e+01 -1.005157080000000036e+01 -2.631112470000000059e+01 -1.005157080000000036e+01 -2.631112470000000059e+01 -1.005157080000000036e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.100000000000000000e+01 -2.598561249999999934e+00 -1.895017830000000103e+01 -2.583595049999999915e+01 -1.005862289999999959e+01 -2.583595049999999915e+01 -1.005862289999999959e+01 -2.583595049999999915e+01 -1.005862289999999959e+01 -2.583595049999999915e+01 -1.005862289999999959e+01 -2.583595049999999915e+01 -1.005862289999999959e+01 0.000000000000000000e+00 0.000000000000000000e+00
